"domain","firstList","firstCard","firstShortLink","url","status","contentType"
"docs.google.com","На проверке","Переводчик в чате (пользователь/агент)","5cU9gpqd","https://docs.google.com/document/d/1qKZLzSx1oZopi37UIZgRORccKnVrVhzsv9Tx1kA_FRY/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Расшифровка анализов AI","3vV2c2wr","https://docs.google.com/document/d/1QYigXSk4NHY0h0FRFqSvHDpER2RiDBQIJAQV8XicCiA/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Тестовая среда для программиста","eZoNmx3h","https://docs.google.com/document/d/1S2kVqdq_gV8xsmnoWiVNByQiNAHGqPxgIdIvUWO_ex0/edit?tab=t.0","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Тестовая среда для прогера на Yii2","73h0MgwU","https://docs.google.com/document/d/1SWn6BPcX22qbowfSny295YPza4U0_d3ke_xnhtL2F3A/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Стратегия","1.6. Юридические вопросы","9mcDFqLL","https://docs.google.com/document/d/1toWq6tVqTXmH3CBiqaDgLaMKC7HpUPkncA3iJrD0jpE/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Сформировать дорожную карту","D3O2PNch","https://docs.google.com/document/d/1U2oybi6bOr5mDvgohOU98vo8YWI3p23IytUqH8sV78w/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","На проверке","ТЗ доска объявлений на сайт S (из реестра задач)","vxnR2rPw","https://docs.google.com/document/d/1uqxU2aue-Tdr3DV6qt97cmXhiVbYzy1_bTytbO2oPns/edit?tab=t.0","200","text/html; charset=utf-8"
"docs.google.com","На проверке","Составить 10 ТЗ для прогера","N8GBzNgc","https://docs.google.com/document/d/1uqxU2aue-Tdr3DV6qt97cmXhiVbYzy1_bTytbO2oPns/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Описание необходимого функционала для аналога Nebula","ScHSOeqV","https://docs.google.com/document/d/1VU380jl8SVhySYBRwzDJZhhVCjU5SV2NxpXqzcyuT6w/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","На проверке","ТЗ для доработок шаблона H","J9hGbu0m","https://docs.google.com/document/d/1XprGJMC0lV6FVVtiNwthFrw-1p9PB7_fmTzxO-fYb9A/edit?tab=t.0#heading=h.78wxfmz3qagg","200","text/html; charset=utf-8"
"docs.google.com","На проверке","Составить 10 ТЗ для прогера","N8GBzNgc","https://docs.google.com/document/d/1YZroK_raS86SNcL_W5zZ72f_cVKSabWJixToGT8yjPA/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLScba4Swe7wsiANmb8kvdMTav-gdgzMi9zcmqJCVHaiCddutUw/viewform","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLScdzXwexeHzMSKfvALyYO1mzSaSiaH8bAuywWc1-YUZOFR2mA/viewform?usp=sharing&ouid=109420775549921833761","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLSclRWYBYgedruM_86FY8I4r7f0E9MbBOpFr2kiOh6M-F0SQ4w/viewform?usp=sharing&ouid=109420775549921833761","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLSdMTXKx7U6tWSc2QwfsoBqtPNli4n1ZU64Zv_l2y6S21yWHgg/viewform?usp=sharing&ouid=109420775549921833761","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLSeB6RPfgPxanFB-1MlRxIQpm_XsGAup6rKMLozuffReD96f8Q/viewform?usp=sharing&ouid=109420775549921833761","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLSebZFfrkPwAZ-xbwFcNnPKVsWIlrgZUCPU9YFk_KENvxw1aVQ/viewform?usp=sharing&ouid=109420775549921833761","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLSeII7wn1lvN9Zk3gZ3YZzIVi7uJ5Esmsv6Cn4VlNuuHMZPtGQ/viewform?usp=sharing&ouid=109420775549921833761","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/forms/d/e/1FAIpQLSf7TmHZXRR2zVVCbcteNJ0DZRDnSc3vfDHgLHQeNwn7jYA8dQ/viewform","200","text/html; charset=utf-8"
"docs.google.com","План на июль","Отчет за июль","q6oLbD5V","https://docs.google.com/presentation/d/1dWGHiBFm8rJJZgh9iJw8Cj0wSdStoKGB/edit?usp=sharing&ouid=109420775549921833761&rtpof=true&sd=true","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Адаптация обучающего материала от Nebula","Z3gdn6rU","https://docs.google.com/presentation/d/1rshaY5Tq0GJtaYBPC4lDyIBvSPYEUGed/edit?usp=drive_link&ouid=117865673662155780117&rtpof=true&sd=true","200","text/html; charset=utf-8"
"docs.google.com","План на апрель","Проверка гипотезы / валидация","ZwaxxfU7","https://docs.google.com/spreadsheets/d/1_oMseBPq2CJeusUnHaY7VJo-U5vgDWnmm6hfeuDMAtY/edit?gid=0#gid=0","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Окончательное ТЗ по чат боту!","jhP7Mbpg","https://docs.google.com/spreadsheets/d/1_RgP4ntifEIN0dO2OhTjq-Zpoq9s-gTB/edit?usp=sharing&ouid=117865673662155780117&rtpof=true&sd=true","200","text/html; charset=utf-8"
"docs.google.com","План на март","Пробная верстка дизайна страниц Nebula","uLoe5Euq","https://docs.google.com/spreadsheets/d/100VmslglZbrKtSrtvgkMDY3UGzqqWkwdS3rkjW1_ySk/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Расшифровка анализов AI","3vV2c2wr","https://docs.google.com/spreadsheets/d/11ETvyj60q4bfQ3DedEB-tSWRKMK19t-uA3f4O0OrqAg/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на апрель","Отчет за апрель","7W2hOFiA","https://docs.google.com/spreadsheets/d/12AU3WWm3TA7nGj2xW9i0ZqbiWB41-G8P2R9dO9L0mI0/edit?gid=1214502664#gid=1214502664","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Небула. Подготовительный этап","T5o0gWEu","https://docs.google.com/spreadsheets/d/12AU3WWm3TA7nGj2xW9i0ZqbiWB41-G8P2R9dO9L0mI0/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на апрель","Необходимо продумать дизайн-макет станицы чата в ЛК (Небула)","kc6DFwoU","https://docs.google.com/spreadsheets/d/13_4Fj6LGUI0omzjYprnC-RxzcHE1meY6o4wbzrhSrlw/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Стратегия","1.0 Составление стратегии продвижении и рекламы","W5Ov5djR","https://docs.google.com/spreadsheets/d/13paNBjr5ZShsu-HkhI-46YiU9E54FEbS4FFd7YhbdbU/edit?gid=2126563891#gid=2126563891","200","text/html; charset=utf-8"
"docs.google.com","Стратегия","1.1 Анализ рынка и целевой аудитории","6VTMTt7b","https://docs.google.com/spreadsheets/d/13paNBjr5ZShsu-HkhI-46YiU9E54FEbS4FFd7YhbdbU/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на апрель","ТЗ для продвинутого платного чата 2.0","eTPwucCg","https://docs.google.com/spreadsheets/d/13vKtjQhORzCIJr3UHWK55qzjU67r6eVQ/edit?usp=sharing&ouid=117865673662155780117&rtpof=true&sd=true","200","text/html; charset=utf-8"
"docs.google.com","Информация","Карта проекта для Содержанок","2YF1MPkU","https://docs.google.com/spreadsheets/d/1A5iurwmGnRXM03oc25xw-XJBdy-UjPiLQVb7OueFIEI/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","На проверке","ТЗ по модерациям по типам","iJ9ZORCY","https://docs.google.com/spreadsheets/d/1A7GuqXbo3ud2cRTJe2wNf2MSnf2QNApFq3GzhPzrNHo/edit?gid=0#gid=0","200","text/html; charset=utf-8"
"docs.google.com","Не актуально","ТЗ для дизайнера по RH","PnrET9qO","https://docs.google.com/spreadsheets/d/1AsU4TkGEHMJXWr_HyQIzVLEQU9jIRw2ETJeUcQTCMrg/edit?gid=1802756230#gid=1802756230","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Небула. Подготовительный этап","T5o0gWEu","https://docs.google.com/spreadsheets/d/1bT41K4o6ttgIIiYYLw5PeFDxUdgDIKHyDy5BD-raiDs/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на март","Описание функционала по проекту nebula / pbexpert.pro","vg9MhRVz","https://docs.google.com/spreadsheets/d/1c6pd-EF_KP3UVB5xkP9P4uSVkRDEqILr/edit?gid=566707907#gid=566707907","200","text/html; charset=utf-8"
"docs.google.com","Информация","Карта чатов NEbula / Casual","6tuZ8sB5","https://docs.google.com/spreadsheets/d/1c6pd-EF_KP3UVB5xkP9P4uSVkRDEqILr/edit?usp=sharing&ouid=112752333312614828791&rtpof=true&sd=true","200","text/html; charset=utf-8"
"docs.google.com","Фоновые задачи","Подобрать название и URL проекта NEBULA","pAkpaKzI","https://docs.google.com/spreadsheets/d/1eGu-gK5wde642fSh9beKnMOfl5e3P2FTFJGq_Ta18Wk/edit?gid=1833761823#gid=1833761823","200","text/html; charset=utf-8"
"docs.google.com","Фоновые задачи","Подобрать название и URL проекта NEBULA","pAkpaKzI","https://docs.google.com/spreadsheets/d/1eGu-gK5wde642fSh9beKnMOfl5e3P2FTFJGq_Ta18Wk/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","Backend in process","Сase 70 - нотификации","gtKjUKQK","https://docs.google.com/spreadsheets/d/1IzTZm4FI9PxIDfr0_FIk0UJxzohkEJcQFTilXM8TLMg/edit?pli=1&gid=2086146308#gid=2086146308","200","text/html; charset=utf-8"
"docs.google.com","Полка (Когда-нибудь)","Case 61 - оплата за лайки","RxpFcHXl","https://docs.google.com/spreadsheets/d/1IzTZm4FI9PxIDfr0_FIk0UJxzohkEJcQFTilXM8TLMg/edit?pli=1&gid=80824715#gid=80824715","200","text/html; charset=utf-8"
"docs.google.com","Стратегия","1.2. Анализ конкурентов","zQW2Htac","https://docs.google.com/spreadsheets/d/1Kjw7vR85aia-bKbN6ThjWlPDg9uNZUcfqXZtp1OsUDE/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на октябрь","Найти программиста на Рашен","4Hz1pI9j","https://docs.google.com/spreadsheets/d/1KyzIFz2mTLsCs9GDgy6vo9_ylRjWnfO0X6s52sJA5PU/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","На проверке","Макеты для почтовых рассылок (ИИ)","RX4P6jw5","https://docs.google.com/spreadsheets/d/1mMYjHg5W2olRmz_6ofX6ObBOZUio-KK76ukcXwgfs6U/edit?gid=1282128275#gid=1282128275","200","text/html; charset=utf-8"
"docs.google.com","На проверке","ТЗ по управлению email-рассылки из админки","tHaAg57o","https://docs.google.com/spreadsheets/d/1mMYjHg5W2olRmz_6ofX6ObBOZUio-KK76ukcXwgfs6U/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на апрель","Отчет за апрель","7W2hOFiA","https://docs.google.com/spreadsheets/d/1my4Go6lw926mPI0x1CrCAxlgYViawsBPTxqQ3T20bqQ/edit?gid=0#gid=0","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Описание необходимого функционала для аналога Nebula","ScHSOeqV","https://docs.google.com/spreadsheets/d/1my4Go6lw926mPI0x1CrCAxlgYViawsBPTxqQ3T20bqQ/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на ноябрь","Разработка дизайна сайта NEBULA","IZI4uF30","https://docs.google.com/spreadsheets/d/1nJpD4wvfC-sS9dykTwIHlJKTEXEH5FnrNuDWGp9F7_g/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на ноябрь","Внедрения кропа на YouDate","sDxIjOFK","https://docs.google.com/spreadsheets/d/1O5kn0tTa99NpNeaCjYSMynik8Tk0t0Q8/edit?gid=1617259558#gid=1617259558","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Небула. Подготовительный этап","T5o0gWEu","https://docs.google.com/spreadsheets/d/1PPITm-60_8eC8ro2YwjIheGuQwInGwIAb1ZxQ-r7GvQ/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","На проверке","Сформировать список гипотез, которые могут работать по формату AI-ассистента на нашей платформе","RpSO9XLQ","https://docs.google.com/spreadsheets/d/1R4YOVU6dlxM5BPy4mWwmIcBUNeKczyPZKWcx2WOKd8U/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","На проверке","Список премиум-городов и ТЗ","OoR5CmRO","https://docs.google.com/spreadsheets/d/1sUv7nyubCHIDF5p2bCqIsGFZcYqwTjtD2ZLVFeZjbJo/edit?gid=0#gid=0","200","text/html; charset=utf-8"
"docs.google.com","На проверке","ТЗ Чат базовый","5vc1MqUB","https://docs.google.com/spreadsheets/d/1tU4c6gkm6f4oNa4ZX4A43mu_1U_1VzE2CKoxoed_zKo/edit?gid=0#gid=0","200","text/html; charset=utf-8"
"docs.google.com","Архив (Выполнено)","Описать тезисно платный чат как в небула (из реестра задач)","qfz50mtc","https://docs.google.com/spreadsheets/d/1tU4c6gkm6f4oNa4ZX4A43mu_1U_1VzE2CKoxoed_zKo/edit?usp=sharing","200","text/html; charset=utf-8"
"docs.google.com","План на апрель","Отчет за апрель","7W2hOFiA","https://docs.google.com/spreadsheets/d/1xbSjJPnBAF7bxtxmYxXs4fmJ0-78Mo0LfzAG2LNFGiE/edit?gid=0#gid=0","200","text/html; charset=utf-8"
