"id","shortLink","list","closed","name","url","descChars","comments","attachments","checklists","checkItems","links","labels","dateLastActivity"
"67c5c216ac19053ec08e972e","tjpYVtrk","Архив (Выполнено)","False","Описать главную страницу для S","https://trello.com/c/tjpYVtrk","1932","2","1","0","0","2","","18.12.2025 10:41:19"
"67ed1b80f308073a46d36db6","ScHSOeqV","Архив (Выполнено)","False","Описание необходимого функционала для аналога Nebula","https://trello.com/c/ScHSOeqV","122","3","0","0","0","3","","18.12.2025 10:41:40"
"67ed1b657809b84eaa61a353","rqQ7rxIP","Архив (Выполнено)","False","Выбрать одну из 3-х страниц шаблона","https://trello.com/c/rqQ7rxIP","511","0","0","0","0","4","","18.12.2025 10:41:49"
"67ed1bdd5a516ef8a40787cf","1jG8Hv4M","Архив (Выполнено)","False","Платная консультация по эзотерике (как клиент)","https://trello.com/c/1jG8Hv4M","441","3","2","0","0","7","","18.12.2025 10:41:58"
"682f26062b01d48c6c087398","SlTHhSJp","Архив (Выполнено)","False","ТЗ для премиум функций (из реестра задач)","https://trello.com/c/SlTHhSJp","141","2","0","0","0","1","","18.12.2025 10:42:33"
"67ed1ba362273e91b81d6777","Z3gdn6rU","Архив (Выполнено)","False","Адаптация обучающего материала от Nebula","https://trello.com/c/Z3gdn6rU","195","5","3","0","0","7","","18.12.2025 10:42:41"
"683d5a5e95c1a25060aae6cc","MlB0pH2x","Архив (Выполнено)","False","ТЗ по управлению платными функциями (из реестра)","https://trello.com/c/MlB0pH2x","222","3","0","1","4","1","","18.12.2025 10:43:07"
"68418ae09309e65c8f8a8a34","G11mfR6V","Архив (Выполнено)","False","Ревизия всех страниц Юдейт для проекта S","https://trello.com/c/G11mfR6V","349","5","0","1","4","2","","18.12.2025 10:43:23"
"68341d04a86842bdd29bb687","NoOHV9NV","Архив (Выполнено)","False","Политики на сайт Юдейт","https://trello.com/c/NoOHV9NV","114","8","11","1","4","22","","18.12.2025 10:43:30"
"6815efe313c07ddcfcdba5d2","Y9GGGw4Q","Архив (Выполнено)","False","Прототип главной страницы S","https://trello.com/c/Y9GGGw4Q","132","3","1","0","0","4","","18.12.2025 10:43:51"
"66d9ecafd8b829cfe5d39936","PnrET9qO","Не актуально","False","ТЗ для дизайнера по RH","https://trello.com/c/PnrET9qO","259","2","2","0","0","5","","05.01.2025 11:20:05"
"66c48131fc327cbe148d5210","xKSQx2yH","Не актуально","False","Case 8 - обновить дизайн","https://trello.com/c/xKSQx2yH","4287","0","1","0","0","7","","05.01.2025 11:20:07"
"66c48131fc327cbe148d520d","3yJTYSBx","Не актуально","False","Синхронизация кодовой базы с git","https://trello.com/c/3yJTYSBx","1441","0","0","0","0","2","","05.01.2025 11:19:55"
"673c5ce74ca08dc5459330d6","etfIeQKE","Не актуально","False","Найти программиста на подстраховку RH и сайт содержанок","https://trello.com/c/etfIeQKE","0","0","0","0","0","0","","09.12.2024 14:08:48"
"66c4aa620b7bdf21270ab247","TJQkuYho","Не актуально","False","Case 66 - страница контроля","https://trello.com/c/TJQkuYho","788","1","0","0","0","2","","05.01.2025 11:19:52"
"673c5d092ae1dc16ce4694f7","24spinhb","Не актуально","False","Отрисовать недостающие страницы для RH","https://trello.com/c/24spinhb","0","1","0","0","0","1","","09.12.2024 14:09:09"
"66cdea327d4a3369f4ab8f80","F3l0bty8","Не актуально","False","Разработать главную страницу для сайта ""Содержанки""","https://trello.com/c/F3l0bty8","0","0","0","0","0","0","","05.01.2025 11:19:30"
"66c48131fc327cbe148d5203","BPRH5CTK","Не актуально","False","8.	Не корректно отображается перевод русского текста на странице “Найти совпадения”","https://trello.com/c/BPRH5CTK","123","0","1","0","0","2","","05.01.2025 11:19:51"
"66c48131fc327cbe148d5209","RqZgUOP9","Не актуально","False","Дает создавать дубли стран","https://trello.com/c/RqZgUOP9","121","0","1","0","0","2","","03.03.2025 14:09:58"
"66c48131fc327cbe148d5207","ytzHZP17","Не актуально","False","Устранить баг по сохранению изменений в языке в панеле администратора","https://trello.com/c/ytzHZP17","53","0","1","0","0","2","","05.01.2025 11:19:46"
"66c48131fc327cbe148d51f9","8c5qCQAo","Не актуально","False","ТЗ по доработкам","https://trello.com/c/8c5qCQAo","39","0","1","0","0","1","","05.01.2025 11:19:41"
"6706805aca09ad1b2f06e44b","8c2OxsJ3","Не актуально","False","Исправить оставшиеся баги, недоработки (Андрей. прогер)","https://trello.com/c/8c2OxsJ3","0","0","0","0","0","0","","05.01.2025 11:19:37"
"66c48131fc327cbe148d51e2","0oCdlola","Не актуально","False","Общий план","https://trello.com/c/0oCdlola","0","0","0","2","28","3","","03.03.2025 13:30:46"
"66cdea1ec178bc428a106c34","PrSKGT6M","Не актуально","False","Найти верстальщика","https://trello.com/c/PrSKGT6M","0","0","0","0","0","0","","03.03.2025 13:30:58"
"67c5bff4fc44e387c9df801f","xBvATSXP","Не актуально","False","Найти верстальщиков","https://trello.com/c/xBvATSXP","0","8","0","0","0","7","","17.12.2025 18:17:09"
"6989d42e34ee370073c0ad9b","D2xhjBmF","Полка (Когда-нибудь)","False","Голосовые сообщения в чате - надо ли?","https://trello.com/c/D2xhjBmF","0","0","0","0","0","0","","09.02.2026 14:43:09"
"677bdd3a50efbd052b86b76d","aM3yiOA6","Полка (Когда-нибудь)","False","Найти и сработаться с прогером","https://trello.com/c/aM3yiOA6","0","3","1","1","4","6","","03.03.2025 14:36:00"
"67c4b01175244bf778b852fa","b48ZD9sP","Полка (Когда-нибудь)","False","Сделать лендинг для гипотез","https://trello.com/c/b48ZD9sP","0","1","0","1","4","1","","03.03.2025 14:35:53"
"677a6aa5d3e8bf4fa1f7e57e","SG8qhM0Q","Полка (Когда-нибудь)","False","Программист чат-ботов","https://trello.com/c/SG8qhM0Q","451","0","0","0","0","1","","30.01.2025 7:25:27"
"66c48131fc327cbe148d5212","o5xgYdus","Полка (Когда-нибудь)","False","Подключ [redacted] платежные системы","https://trello.com/c/o5xgYdus","115","0","0","0","0","1","","26.08.2024 15:17:39"
"66c48131fc327cbe148d51fd","vMzboISh","Полка (Когда-нибудь)","False","Для SEO","https://trello.com/c/vMzboISh","316","0","0","0","0","0","","20.08.2024 11:42:41"
"66c48131fc327cbe148d5201","savz27uM","Полка (Когда-нибудь)","False","Каталоги анкет / парсинг","https://trello.com/c/savz27uM","10","0","0","0","0","0","","20.08.2024 11:42:41"
"66c48131fc327cbe148d51ff","mKew74Iq","Полка (Когда-нибудь)","False","Бот","https://trello.com/c/mKew74Iq","1139","0","0","0","0","0","","20.08.2024 11:42:41"
"66c48131fc327cbe148d5205","tlzePEZt","Полка (Когда-нибудь)","False","Задать стартовую страницу сайта в соответствии с url","https://trello.com/c/tlzePEZt","0","0","0","0","0","0","","20.08.2024 11:42:41"
"66c48131fc327cbe148d51fb","NijwhmEL","Полка (Когда-нибудь)","False","HTML5/CSS3. HTML - должен содержать минимум ошибок","https://trello.com/c/NijwhmEL","190","0","0","0","0","2","","20.08.2024 11:42:41"
"6989d155de5efaf5972a2af5","3wV1VmG8","Полка (Когда-нибудь)","False","ТЗ по рекламным модальным окнам","https://trello.com/c/3wV1VmG8","0","0","0","0","0","0","","09.02.2026 14:42:26"
"66c48131fc327cbe148d5224","wWQyoquC","Полка (Когда-нибудь)","False","Case 41 - реакции","https://trello.com/c/wWQyoquC","1836","0","1","0","0","4","","14.10.2024 14:44:41"
"673c74093cd1a2cf4f52603f","OF6o5Az4","Полка (Когда-нибудь)","False","Перевод стран/городов","https://trello.com/c/OF6o5Az4","0","1","0","0","0","1","","19.11.2024 11:19:22"
"6989d0295a31636bbe2a01aa","xDyet0Hc","Полка (Когда-нибудь)","False","Доработать фильтр поиска под эзотерику N (после переноса)","https://trello.com/c/xDyet0Hc","0","0","0","0","0","0","","09.02.2026 14:40:48"
"6989c15f712a8233e0493079","PTXlxb3k","Полка (Когда-нибудь)","False","Страница регистрации экспертов/агентов","https://trello.com/c/PTXlxb3k","0","0","0","0","0","0","","09.02.2026 14:39:26"
"66c4a898221c21bdc2c969f4","6spIuhRw","Полка (Когда-нибудь)","False","Case 71 - телеграмбот как аналог сайта знакомств","https://trello.com/c/6spIuhRw","2883","0","3","0","0","3","","03.03.2025 14:07:20"
"66c48131fc327cbe148d5220","RxpFcHXl","Полка (Когда-нибудь)","False","Case 61 - оплата за лайки","https://trello.com/c/RxpFcHXl","464","0","1","0","0","1","","03.03.2025 14:08:42"
"66c48131fc327cbe148d520b","lF4KDNIx","Полка (Когда-нибудь)","False","Добавить кнопку авторизации через телеграм","https://trello.com/c/lF4KDNIx","136","0","2","0","0","2","","03.03.2025 14:09:25"
"66c48131fc327cbe148d51f7","PrLyIMEQ","Полка (Когда-нибудь)","False","Case 57 - телеграмбот для уведомлений партнеров","https://trello.com/c/PrLyIMEQ","4409","1","0","0","0","0","","03.03.2025 14:34:04"
"67c5c1a928cf9e5a81be89af","VHJDoEiO","Полка (Когда-нибудь)","False","Стоимость платных услуг в зависимости от регионов","https://trello.com/c/VHJDoEiO","0","0","0","0","0","0","","03.03.2025 14:50:17"
"67ed1af80575588134259410","3OCOHJF0","Полка (Когда-нибудь)","False","Работа с верстальщиком по H","https://trello.com/c/3OCOHJF0","0","0","0","0","0","0","","05.05.2025 13:31:09"
"66d71eb7dbcd1e1cf96cf224","8nSBLmmv","Полка (Когда-нибудь)","False","Используется ли у нас какойнибудь МемКеш. Если нет то надо делать.","https://trello.com/c/8nSBLmmv","0","1","0","0","0","1","","08.07.2025 12:38:35"
"670677156a224a22aa001cae","jr6bj9tH","План на октябрь","True","ТЗ для дизайнера","https://trello.com/c/jr6bj9tH","358","0","0","0","0","1","","03.03.2025 13:52:25"
"67067721fe0edd932d1ff70c","CGZNEDnH","План на октябрь","True","Тестовое ТЗ для нового прогера","https://trello.com/c/CGZNEDnH","0","0","0","0","0","0","","03.03.2025 13:52:28"
"670677274f0f550c03711f0e","4Hz1pI9j","План на октябрь","True","Найти программиста на Рашен","https://trello.com/c/4Hz1pI9j","56","2","0","0","0","2","","03.03.2025 13:52:30"
"670677cfe98c8722c8b1316d","NQRdYkmh","План на октябрь","True","Найти Дизайнера для ХАГС и запустить процесс редизайна.","https://trello.com/c/NQRdYkmh","0","3","0","0","0","7","","03.03.2025 13:52:33"
"670e64f2ffdc605350fa5c2d","1XGZAJSL","План на октябрь","True","Тестирование Хагс на выявление недостающего функционала для запуска.","https://trello.com/c/1XGZAJSL","179","0","0","0","0","0","","03.03.2025 13:52:38"
"66cdea166e4b058393619546","N7vkvP1R","План на октябрь","True","Найти дизайнера","https://trello.com/c/N7vkvP1R","0","0","0","0","0","0","","16.11.2024 8:27:47"
"6737153b28d11459b3d8f0a2","V28BAKpH","План на ноябрь","True","Rabota.ua - восстановить доступ","https://trello.com/c/V28BAKpH","0","1","0","0","0","0","","03.03.2025 13:44:46"
"673f3ea489f96479a9694222","9SXjNiTD","План на ноябрь","True","Тестовая среда для дизайнера","https://trello.com/c/9SXjNiTD","0","2","1","0","0","2","","03.03.2025 13:46:04"
"6799ea3b09e183fb5f71bed2","3slPNQjC","План на ноябрь","True","План работы по Небуле","https://trello.com/c/3slPNQjC","0","1","0","0","0","0","","03.03.2025 13:46:59"
"67448f66e84d6244d23df9c7","neYkjrQe","План на ноябрь","True","Тестовая среда для программиста по чат-боту","https://trello.com/c/neYkjrQe","0","1","0","0","0","0","","03.03.2025 13:47:10"
"67499b0da9f5f4960962ff3a","r4uD4KoR","План на ноябрь","True","Потенциальный программист","https://trello.com/c/r4uD4KoR","276","2","0","0","0","3","","03.03.2025 13:47:45"
"674f0c815f99e53c0479dd74","GqADRWrI","План декабрь","True","Проверить программиста на yii2","https://trello.com/c/GqADRWrI","649","2","0","0","0","3","","03.03.2025 13:42:18"
"673c5ef27ec95624906f4ba1","ruMprvP5","План декабрь","True","Главная страница сайта содержанок","https://trello.com/c/ruMprvP5","119","1","0","0","0","6","","03.03.2025 13:43:24"
"676860cc6a1b93d3af0d276c","yeivzuZG","План декабрь","True","функционал по конвертированию загруженных картинок в формат webp","https://trello.com/c/yeivzuZG","0","0","0","0","0","0","","03.03.2025 13:44:16"
"676860d1a502c56c53627472","P3qOOze6","План декабрь","True","Работа с AWS Amazon","https://trello.com/c/P3qOOze6","0","1","0","0","0","0","","03.03.2025 13:44:19"
"6799e20a9617c666d5e08ab8","IDn7SVhc","План на январь","True","Отчет за январь","https://trello.com/c/IDn7SVhc","0","1","0","0","0","0","","03.03.2025 13:53:21"
"677a6b1a39adabb5c46364d6","0NMHjCy0","План на январь","True","Общий план по YouDate","https://trello.com/c/0NMHjCy0","152","0","0","2","12","0","","03.03.2025 13:40:44"
"677a692ad45f22cdfa0cb8ed","p62rozdq","План на январь","True","Программист 1 для YouDate","https://trello.com/c/p62rozdq","277","0","0","0","0","2","","06.01.2025 13:40:25"
"677a694e1f887099e51802f5","0jPfnI40","План на январь","True","Программист 2 для YouDate","https://trello.com/c/0jPfnI40","0","0","0","0","0","0","","06.01.2025 13:40:27"
"6750675d2d22258a76dc7698","2xKaUnb5","План на январь","True","Тестовое ТЗ для прогера YouDate","https://trello.com/c/2xKaUnb5","0","1","0","0","0","0","","06.01.2025 13:40:56"
"677a68b462c383fee9b718b2","goOZRUrw","План на январь","True","Изучить рынок дизайнеров Детинга","https://trello.com/c/goOZRUrw","111","2","0","0","0","0","","06.01.2025 13:46:45"
"677a67033e17f16b5687bfe2","j5hqMf4A","План на январь","True","Привлечь к тестированию гипотез ""медицинские анализы"" специалиста по закупке трафика (не контекст)","https://trello.com/c/j5hqMf4A","0","1","0","0","0","0","","03.03.2025 13:40:25"
"6768618622036db329e09c92","G7dVLpcQ","План на январь","True","Наказать программиста-кидалу","https://trello.com/c/G7dVLpcQ","189","1","0","0","0","1","","30.01.2025 7:27:28"
"67c595a4050b7d1217bc97be","cDsRWxoU","План на февраль","False","Отчет за февраль","https://trello.com/c/cDsRWxoU","1130","0","0","0","0","1","","03.03.2025 14:39:35"
"679b21ee545a206fb82c0f99","93MboXel","План на февраль","True","! Прогер !","https://trello.com/c/93MboXel","0","0","0","0","0","0","","30.01.2025 7:30:46"
"6799ea265b2fa0e3efa9f5ce","bqADOOyn","План на февраль","True","Составить 10 ТЗ для прогера","https://trello.com/c/bqADOOyn","0","0","0","0","0","0","","30.01.2025 7:30:39"
"67c5ac0ea6b84c9d16359884","nlKHZRgO","План на февраль","False","Отчет за февраль","https://trello.com/c/nlKHZRgO","768","0","0","1","4","1","","03.03.2025 13:18:06"
"67c5ac0da6b84c9d163592b6","c4EcXBb5","План на февраль","False","Приведение всех полей пользователей для переноса","https://trello.com/c/c4EcXBb5","0","0","0","1","4","0","","03.03.2025 13:18:05"
"67c5ac0da6b84c9d1635954b","X15Dq9SZ","План на февраль","False","Найти и сработаться с дизайнером","https://trello.com/c/X15Dq9SZ","85","0","1","2","6","1","","03.03.2025 13:18:06"
"67c5ac0da6b84c9d16359306","fg9zxQ2r","План на февраль","False","Найти и сработаться с прогером","https://trello.com/c/fg9zxQ2r","0","0","1","1","4","1","","03.03.2025 13:18:06"
"67c5ac0da6b84c9d163592a8","6Abyuevo","План на февраль","False","ТЗ для доработок шаблона H","https://trello.com/c/6Abyuevo","0","0","0","1","4","0","","03.03.2025 13:18:06"
"67c5ac0da6b84c9d163592ad","rvr5KgIx","План на февраль","False","ТЗ для доработок шаблона S","https://trello.com/c/rvr5KgIx","0","0","0","1","4","0","","03.03.2025 13:18:06"
"67c5ac0da6b84c9d163592b3","r1gxxX2j","План на февраль","False","Отрисовать недостающие страницы для YouDate","https://trello.com/c/r1gxxX2j","0","0","0","1","4","0","","03.03.2025 13:18:05"
"67c5ac0da6b84c9d163592b4","jELo0FKn","План на февраль","False","Отрисовать недостающие страницы для S","https://trello.com/c/jELo0FKn","0","0","0","1","4","0","","03.03.2025 13:18:05"
"67c5ac0da6b84c9d163592b2","SiescMxO","План на февраль","False","Сформировать тарифные планы для H и для S","https://trello.com/c/SiescMxO","139","0","0","1","4","0","","03.03.2025 13:18:06"
"67c5ac0da6b84c9d163592b5","GrTnCK1W","План на февраль","False","Описать систему начислений партнерам за действия","https://trello.com/c/GrTnCK1W","207","0","0","1","4","0","","03.03.2025 13:18:06"
"67c5ac0da6b84c9d163592ac","d177F7tD","План на февраль","False","Небула. Аналитика","https://trello.com/c/d177F7tD","223","0","0","1","4","1","","03.03.2025 13:18:06"
"67c5ac0ea6b84c9d163598bf","B6pohedQ","План на февраль","False","Лендинг для гипотез","https://trello.com/c/B6pohedQ","0","0","0","1","4","0","","03.03.2025 13:18:06"
"6799e60ca6b1f76ff04a0472","lmDxJILX","План на март","True","Отрисовать недостающие страницы для H","https://trello.com/c/lmDxJILX","0","0","1","1","4","1","","24.03.2025 16:32:55"
"673c6aea6641dae2c6e70c53","Jp50d1Ut","План на март","True","Отрисовать лендинг по сайту расшифровке анализов","https://trello.com/c/Jp50d1Ut","0","2","0","1","4","0","","03.03.2025 13:57:32"
"6815ea357962c2a442ed3fa3","7W2hOFiA","План на апрель","False","Отчет за апрель","https://trello.com/c/7W2hOFiA","2197","0","8","0","0","15","","10.06.2025 8:17:31"
"683d609776a9f6eceb5f34b7","Qd3T5Hzp","План на май","False","Отчет за май","https://trello.com/c/Qd3T5Hzp","1123","0","6","0","0","8","","10.06.2025 8:17:32"
"6863c264dc0798be91e91344","9esE7cSp","План на июнь","False","Отчет за июнь","https://trello.com/c/9esE7cSp","1175","0","9","0","0","12","","01.07.2025 12:43:21"
"68341cdcd06577cc9ace14a2","LzB7e7qX","План на июнь","True","проанализировать вес контент из группы Небула и составить список непонятных вещей, вопросов и тд которые далее проработаем","https://trello.com/c/LzB7e7qX","0","0","0","0","0","0","","02.06.2025 8:27:09"
"683d56f7477568e40a07d738","51amszof","План на июнь","True","Поискать дизайнера для Nebula","https://trello.com/c/51amszof","291","2","0","1","4","3","","18.12.2025 10:43:41"
"66c48131fc327cbe148d5214","f4W5rcCq","Backend in process","True","Case 56 - аналитика партнеров","https://trello.com/c/f4W5rcCq","2257","0","3","0","0","9","","03.03.2025 14:07:40"
"66c48131fc327cbe148d5216","czKjbVBG","Backend in process","True","Case 58 - страница транзакций","https://trello.com/c/czKjbVBG","829","0","1","0","0","2","","03.03.2025 14:07:42"
"66c48131fc327cbe148d5218","gtKjUKQK","Backend in process","True","Сase 70 - нотификации","https://trello.com/c/gtKjUKQK","271","0","0","0","0","1","","03.03.2025 14:07:57"
"66c48131fc327cbe148d521a","iJW8tdPb","Backend in process","True","Case 62 - куки","https://trello.com/c/iJW8tdPb","357","0","1","0","0","2","","03.03.2025 14:08:00"
"66c48131fc327cbe148d521e","04tGMQ4T","Backend in process","True","Case 64 - авторизация ТГ","https://trello.com/c/04tGMQ4T","2021","0","0","0","0","6","","03.03.2025 14:09:06"
"66c48131fc327cbe148d5222","0F1rgMNQ","Backend in process","True","Case 63 - API map / geo","https://trello.com/c/0F1rgMNQ","303","2","0","0","0","5","","03.03.2025 14:08:35"
"69d4e0bfca5053b28c3939bf","whZiCsxv","На проверке","False","ТЗ аналитика на Дашборде","https://trello.com/c/whZiCsxv","535","0","1","0","0","2","","06.05.2026 11:07:28"
"6989f17bbdbb766a4583e5c7","hFPIK4R5","На проверке","False","Статистика / аналитика","https://trello.com/c/hFPIK4R5","59","0","1","0","0","1","","14.04.2026 7:59:41"
"69830a549cca5ee3373d988f","kri4WbjQ","На проверке","False","Многофакторная аутентификация","https://trello.com/c/kri4WbjQ","2387","3","0","0","0","0","","07.04.2026 9:47:51"
"695a624ad3a78b2beb264e7b","RB7eDSz8","На проверке","False","ТЗ Авторизация через соцсети","https://trello.com/c/RB7eDSz8","327","4","1","0","0","2","","07.04.2026 9:47:47"
"6979e9060bb35569664097d0","RX4P6jw5","На проверке","False","Макеты для почтовых рассылок (ИИ)","https://trello.com/c/RX4P6jw5","428","0","1","0","0","2","","07.04.2026 9:47:17"
"695a65fa63c119f6804254b9","IRQiN429","На проверке","False","ТЗ по тех поддержке на сайте (суппорт)","https://trello.com/c/IRQiN429","435","3","4","2","8","13","","09.02.2026 12:18:45"
"6989d472966a9983309351c5","5cU9gpqd","На проверке","False","Переводчик в чате (пользователь/агент)","https://trello.com/c/5cU9gpqd","609","3","0","1","4","2","","21.04.2026 13:23:37"
"6977d9754ebbdf5ce2147865","4ZXdK8ma","На проверке","False","Bans basic","https://trello.com/c/4ZXdK8ma","0","1","5","0","0","5","","09.02.2026 12:18:42"
"6847fd2f6716e045c2009087","vxnR2rPw","На проверке","False","ТЗ доска объявлений на сайт S (из реестра задач)","https://trello.com/c/vxnR2rPw","253","4","2","1","4","3","","09.02.2026 12:18:35"
"68e36fff6e19b0953dc806f3","rlJphNyY","На проверке","False","Гипотезы по сборку email-базы потенциальных клиентов","https://trello.com/c/rlJphNyY","256","6","0","2","8","29","","04.02.2026 14:24:43"
"69415c21f5c5d3c6a06ec48f","LYz7x7QS","На проверке","False","ТЗ Ограничение отправки контактов в чате","https://trello.com/c/LYz7x7QS","2753","6","2","2","8","7","","04.02.2026 11:20:07"
"693698d90c69acbb61e6394d","iJ9ZORCY","На проверке","False","ТЗ по модерациям по типам","https://trello.com/c/iJ9ZORCY","363","4","1","2","8","4","","06.05.2026 11:11:13"
"69415b4f807c47786d8870c0","GVvW2vR6","На проверке","False","ТЗ. Отзывы и рейтинг специалистов (карточек специалистов)","https://trello.com/c/GVvW2vR6","294","5","3","2","8","3","","04.02.2026 13:29:00"
"690223c230d477f67c6ebe60","JcuabvYU","На проверке","False","Договор на аренду жилья","https://trello.com/c/JcuabvYU","118","7","4","2","8","4","","04.02.2026 11:18:25"
"692e96a9b6808f765eb5cac4","tHaAg57o","На проверке","False","ТЗ по управлению email-рассылки из админки","https://trello.com/c/tHaAg57o","355","3","4","2","8","6","","21.04.2026 13:01:49"
"698308bad4ea95031e2b8ce5","5vc1MqUB","На проверке","False","ТЗ Чат базовый","https://trello.com/c/5vc1MqUB","610","0","2","0","0","4","","07.04.2026 9:48:02"
