seconds,timecode,file,reason,diff
12435.000,03:27:15,03-27-15_changed.jpg,changed,0.0839
12480.000,03:28:00,03-28-00_changed.jpg,changed,0.0776
12600.000,03:30:00,03-30-00_changed.jpg,changed,0.0865
12645.000,03:30:45,03-30-45_changed.jpg,changed,0.0924
12705.000,03:31:45,03-31-45_changed.jpg,changed,0.1006
12720.000,03:32:00,03-32-00_changed.jpg,changed,0.0926
12735.000,03:32:15,03-32-15_changed.jpg,changed,0.0883
12765.000,03:32:45,03-32-45_changed.jpg,changed,0.1049
12945.000,03:35:45,03-35-45_periodic.jpg,periodic,0.0519
13035.000,03:37:15,03-37-15_changed.jpg,changed,0.0757
13050.000,03:37:30,03-37-30_changed.jpg,changed,0.0778
13230.000,03:40:30,03-40-30_periodic.jpg,periodic,0.0395
13410.000,03:43:30,03-43-30_periodic.jpg,periodic,0.0020
13590.000,03:46:30,03-46-30_periodic.jpg,periodic,0.0692
13620.000,03:47:00,03-47-00_changed.jpg,changed,0.0806
13725.000,03:48:45,03-48-45_changed.jpg,changed,0.1117
13755.000,03:49:15,03-49-15_changed.jpg,changed,0.2878
13770.000,03:49:30,03-49-30_changed.jpg,changed,0.2832
13800.000,03:50:00,03-50-00_changed.jpg,changed,0.3276
13815.000,03:50:15,03-50-15_changed.jpg,changed,0.3277
13935.000,03:52:15,03-52-15_changed.jpg,changed,0.3821
14010.000,03:53:30,03-53-30_changed.jpg,changed,0.3961
14070.000,03:54:30,03-54-30_changed.jpg,changed,0.0898
14160.000,03:56:00,03-56-00_changed.jpg,changed,0.0934
14175.000,03:56:15,03-56-15_changed.jpg,changed,0.0832
14205.000,03:56:45,03-56-45_changed.jpg,changed,0.0766
