"url","finalUrl","status","statusCode","title","h1","forms","linkCount"
"https://confideline.com/en/auth/google","https://accounts.google.com/v3/signin/identifier?opparams=%253Fxoauth_displayname%253DYouDate&dsh=S-182850715%3A1779575356276799&client_id=581985401993-i2m3fkor87f4cesfs7f65dielp1n15ke.apps.googleusercontent.com&o2v=1&redirect_uri=https%3A%2F%2Fconfideline.com%2Fauth%2Fgoogle&response_type=code&scope=https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email&service=lso&state=88d5124125f06bbfbf0c32772f08dc8c25267e37e02ac9d3fb99c0405db19c2f&flowName=GeneralOAuthLite&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Flegacy%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANEdOVe09VETyoW7ZNv3kQq6--dTqXLqB9_1hlLGZcJTFBaNJwGxy9MTob17xsTOKuXSs1L4HpJm1_Lx_Ns2XZr45YGhNrOZ0Pflk6r7fGhrkGzUWEl-D6o6U8KVPePis35mOtxIcTEYnRO-no2_xIRdy6Sy_NOy0HNYIePwbePjVFk4eyJ8ismJB_Mt7pOhHzZE3fT_l6c_3Rk8p7Ya4thpHxawXERmDoQpGHH6gbs-nq4bke0MbqOUdgR1gS5mLNyfEq0dJoJVh440eJt-RWOYInY1GSQhrv4-k7USNlNeeDLRVG0sBYS3aYiNSNyMnfFhi6ZHfyvQsnCgzhMwFXF2hQwU6p07WbYTBExlZSGQAd7VEAWkPVh5BXwxZDvdG0CMWTkL3B73NM_pWGO5AkhzkRjF6QTKnitLLpuqkAFlIQuhQRKq7giESdK4rfoPmog3noDlza-RLyElcVOGm9Be8NXNQ%26flowName%3DGeneralOAuthFlow%26as%3DS-182850715%253A1779575356276799%26client_id%3D581985401993-i2m3fkor87f4cesfs7f65dielp1n15ke.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fconfideline.com&rart=ANgoxccQ8FFPrhji8qVmr2r_IzHc7sN5MGeCXyhqAN4CkV-LyMJnUfDkC7hkMTI1E8MujpqW7roCS4OP-ennR15a3FhQjqYaT3qiW9K-tlgeyPpqKivZTQA","PASS","200","Sign in - Google Accounts","Sign in","2","0"
"https://confideline.com/en/auth/facebook","https://www.facebook.com/login.php?skip_api_login=1&api_key=4245695612363890&kid_directed_site=0&app_id=4245695612363890&signed_next=1&next=https%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fclient_id%3D4245695612363890%26response_type%3Dcode%26redirect_uri%3Dhttps%253A%252F%252Fconfideline.com%252Fauth%252Ffacebook%26xoauth_displayname%3DYouDate%26scope%3Demail%26state%3D8d0d72d6dc67a3fd560cef64fbfe92a957c26feb7c5518e5a5f87cda4d6199f4%26ret%3Dlogin%26fbapp_pres%3D0%26logger_id%3Dea540db8-0486-4b71-8fa5-db04e3dc8e13%26tp%3Dunspecified&cancel_url=https%3A%2F%2Fconfideline.com%2Fauth%2Ffacebook%3Ferror%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%26state%3D8d0d72d6dc67a3fd560cef64fbfe92a957c26feb7c5518e5a5f87cda4d6199f4%23_%3D_&display=page&locale=ru_RU&pl_dbl=0&is_business_login=0","PASS","200","Facebook","","1","0"
"https://confideline.com/en/page/terms-and-conditions","https://confideline.com/en/page/terms-and-conditions","PASS","200","Terms and Conditions","","1","27"
"https://confideline.com/en/page/privacy-policy","https://confideline.com/en/page/privacy-policy","PASS","200","Privacy Policy","","1","19"
"https://confideline.com/en/page/cookie-policy","https://confideline.com/en/page/cookie-policy","PASS","200","Cookie Policy","","1","43"
"https://confideline.com/en/page/about","https://confideline.com/en/page/about","PASS","200","About","","1","25"
"https://confideline.com/en/news","https://confideline.com/en/news","FAIL","500","Error (#8192)","Error (#8192)","0","0"
"https://confideline.com/en/language/en-US","https://confideline.com/en/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/en/language/pt-BR","https://confideline.com/pt/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/en/language/de-DE","https://confideline.com/de/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/en/language/es-ES","https://confideline.com/es/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/en/language/it-IT","https://confideline.com/it/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/en/language/ru-RU","https://confideline.com/ru/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/en/recovery/request","https://confideline.com/en/recovery/request","PASS","200","Recover your password","","1","1"
"https://confideline.com/ru/news/serenity-hassir-taken-posseson-of-mying-entire","https://confideline.com/ru/news/serenity-hassir-taken-posseson-of-mying-entire","FAIL","500","Ошибка (#8192)","Ошибка (#8192)","0","0"
"https://confideline.com/ru/","https://confideline.com/ru/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/ru/auth/google","https://accounts.google.com/v3/signin/identifier?opparams=%253Fxoauth_displayname%253DYouDate&dsh=S235664859%3A1779575370574610&client_id=581985401993-i2m3fkor87f4cesfs7f65dielp1n15ke.apps.googleusercontent.com&o2v=1&redirect_uri=https%3A%2F%2Fconfideline.com%2Fauth%2Fgoogle&response_type=code&scope=https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email&service=lso&state=f42d1f0933f7ca6eabf330c34eda0b8fd17368eefbb00b026f4660930c18a7f8&flowName=GeneralOAuthLite&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Flegacy%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANE6O19On1Q0nHrcTEQSe_utY6J3NxHoWIav1_Su6GkaS5pCTLntetJIB5-SWq0dNl6pAmcGPrNE7C-K0Wskr-zVAHk8QN5pM7GmWc_dGnkHCV_2VSeoqi5p1W_nissQzJK_kUtYt2Av4UFOfLvKicBuUluJfRBxrXgb2ULu-oDskx1xCEOnEt4N5s8H0OUSuV0fu67buNOQdof_jHeZUt0l-8DHmDUyNSP43DXNs_ttFdiiYXLtrmeIrH47LVEsMfNX5Lb2-e99AeLZ8E-OG78iTNIyKg4UWj0LsCRoqy8FgtZ7USs1_IrlcXXKX2nb-kwb2n_1d74BbD8iU_Depc3NzPW6O_b1GeEx-lcoP_JZ6gQx_EGtCdIcLvr6Y7cD_Xo2U4X6IKIiw-x2Uq7eEruPgupPNrjfjTlJJgvfREfRJLNYu1-7hEO2nnqTZWDFcspEtiH8tUyaDIT5M2i0ndll8UWSQ%26flowName%3DGeneralOAuthFlow%26as%3DS235664859%253A1779575370574610%26client_id%3D581985401993-i2m3fkor87f4cesfs7f65dielp1n15ke.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fconfideline.com&rart=ANgoxcdq7M6A4IIg9Se03klbGlMDss17B291nVzZq9fOdlNFNSlPU6xS306eOwtillXnhOj9lnKG7RTPIxZMvJ9ZjTzzIPem16vvhx-nTGb24gtxY0YH5oc","PASS","200","Sign in - Google Accounts","Sign in","2","0"
"https://confideline.com/ru/auth/facebook","https://www.facebook.com/login.php?skip_api_login=1&api_key=4245695612363890&kid_directed_site=0&app_id=4245695612363890&signed_next=1&next=https%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fclient_id%3D4245695612363890%26response_type%3Dcode%26redirect_uri%3Dhttps%253A%252F%252Fconfideline.com%252Fauth%252Ffacebook%26xoauth_displayname%3DYouDate%26scope%3Demail%26state%3D29c73f0066f932497b28d3b0f7503bfe9516ffb7f91d319c99aac45c70d17d28%26ret%3Dlogin%26fbapp_pres%3D0%26logger_id%3D1733ab62-6c24-47ef-afff-b7d5f3bcfd8a%26tp%3Dunspecified&cancel_url=https%3A%2F%2Fconfideline.com%2Fauth%2Ffacebook%3Ferror%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%26state%3D29c73f0066f932497b28d3b0f7503bfe9516ffb7f91d319c99aac45c70d17d28%23_%3D_&display=page&locale=ru_RU&pl_dbl=0&is_business_login=0","PASS","200","Facebook","","1","0"
"https://confideline.com/ru/page/terms-and-conditions","https://confideline.com/ru/page/terms-and-conditions","PASS","200","Terms and Conditions","","1","27"
"https://confideline.com/ru/page/privacy-policy","https://confideline.com/ru/page/privacy-policy","PASS","200","Privacy Policy","","1","19"
"https://confideline.com/ru/page/cookie-policy","https://confideline.com/ru/page/cookie-policy","PASS","200","Cookie Policy","","1","41"
"https://confideline.com/ru/page/about","https://confideline.com/ru/page/about","PASS","200","About","","1","25"
"https://confideline.com/ru/news","https://confideline.com/ru/news","FAIL","500","Ошибка (#8192)","Ошибка (#8192)","0","0"
"https://confideline.com/ru/language/ru-RU","https://confideline.com/ru/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/ru/language/pt-BR","https://confideline.com/pt/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/ru/language/de-DE","https://confideline.com/de/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/ru/language/es-ES","https://confideline.com/es/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/ru/language/it-IT","https://confideline.com/it/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/ru/language/en-US","https://confideline.com/en/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/ru/recovery/request","https://confideline.com/ru/recovery/request","PASS","200","Восстановление пароля","","1","1"
"https://confideline.com/ru/registration/resend","https://confideline.com/ru/registration/resend","PASS","200","Запросить новое письмо с активацией","","1","1"
"https://confideline.com/en/registration/resend","https://confideline.com/en/registration/resend","PASS","200","Request new confirmation message","","1","1"
"https://confideline.com/ru/profile/QASignup20260509174136","https://confideline.com/ru/profile/QASignup20260509174136","PASS","200","QA Signup 20260509-174136","QA Signup 20260509-174136","4","22"
"https://confideline.com/ru/profile/QASignup20260508224201","https://confideline.com/ru/profile/QASignup20260508224201","PASS","200","QA Signup 20260508-224201","QA Signup 20260508-224201","4","22"
"https://confideline.com/ru/profile/OrionEsposito","https://confideline.com/ru/profile/OrionEsposito","PASS","200","Orion Esposito","Orion Esposito","4","22"
"https://confideline.com/ru/profile/OrvianMozart","https://confideline.com/ru/profile/OrvianMozart","PASS","200","Orvian Mozart","Orvian Mozart","4","22"
"https://confideline.com/ru/profile/OmkarTiwari","https://confideline.com/ru/profile/OmkarTiwari","FAIL","500","Ошибка (#2)","Ошибка (#2)","0","0"
"https://confideline.com/ru/profile/NairPillai","https://confideline.com/ru/profile/NairPillai","PASS","200","Nair Pillai","Nair Pillai","4","22"
"https://confideline.com/ru/profile/NavinBasu","https://confideline.com/ru/profile/NavinBasu","PASS","200","Navin Basu","Navin Basu","4","22"
"https://confideline.com/ru/profile/MarcusAntoniu","https://confideline.com/ru/profile/MarcusAntoniu","PASS","200","Marcus Antoniu","Marcus Antoniu","4","22"
"https://confideline.com/ru/profile/LunorGuillaume","https://confideline.com/ru/profile/LunorGuillaume","PASS","200","Lunor Guillaume","Lunor Guillaume","4","22"
"https://confideline.com/ru/profile/LunarisValDurand","https://confideline.com/ru/profile/LunarisValDurand","PASS","200","Lunaris Val Durand","Lunaris Val Durand","4","22"
"https://confideline.com/ru/profile/LunaretSornSigurdsson","https://confideline.com/ru/profile/LunaretSornSigurdsson","PASS","200","Lunaret Sorn Sigurdsson","Lunaret Sorn Sigurdsson","4","22"
"https://confideline.com/ru/profile/LingWong","https://confideline.com/ru/profile/LingWong","PASS","200","Ling Wong","Ling Wong","4","22"
"https://confideline.com/ru/profile/LeonardoRicci","https://confideline.com/ru/profile/LeonardoRicci","PASS","200","Leonardo Ricci","Leonardo Ricci","4","22"
"https://confideline.com/ru/profile/LevDanylyuk","https://confideline.com/ru/profile/LevDanylyuk","PASS","200","Lev Danylyuk","Lev Danylyuk","4","22"
"https://confideline.com/ru/profile/CorvianMaeldeBruyne","https://confideline.com/ru/profile/CorvianMaeldeBruyne","PASS","200","Corvian Mael de Bruyne","Corvian Mael de Bruyne","4","22"
"https://confideline.com/ru/profile/CorvianLewandowski","https://confideline.com/ru/profile/CorvianLewandowski","PASS","200","Corvian Lewandowski","Corvian Lewandowski","4","22"
"https://confideline.com/ru/profile/KorvatNerinPeric","https://confideline.com/ru/profile/KorvatNerinPeric","PASS","200","Korvat Nerin Peric","Korvat Nerin Peric","4","22"
"https://confideline.com/ru/profile/KiranReddy","https://confideline.com/ru/profile/KiranReddy","PASS","200","Kiran Reddy","Kiran Reddy","4","22"
"https://confideline.com/ru/profile/CaelumRastNielsen","https://confideline.com/ru/profile/CaelumRastNielsen","PASS","200","Caelum Rast Nielsen","Caelum Rast Nielsen","4","22"
"https://confideline.com/ru/profile/KaelirTamm","https://confideline.com/ru/profile/KaelirTamm","PASS","200","Kaelir Tamm","Kaelir Tamm","4","30"
"https://confideline.com/ru/browse?page=1","https://confideline.com/ru/browse?page=1","PASS","200","Найти людей","","2","68"
"https://confideline.com/ru/browse?page=2","https://confideline.com/ru/browse?page=2","PASS","200","Найти людей","","2","69"
"https://confideline.com/ru/browse?page=3","https://confideline.com/ru/browse?page=3","PASS","200","Найти людей","","2","69"
"https://confideline.com/ru/browse?page=4","https://confideline.com/ru/browse?page=4","PASS","200","Найти людей","","2","69"
"https://confideline.com/ru/browse?page=5","https://confideline.com/ru/browse?page=5","PASS","200","Найти людей","","2","69"
"https://confideline.com/ru/browse?page=6","https://confideline.com/ru/browse?page=6","PASS","200","Найти людей","","2","69"
"https://confideline.com/ru/browse?page=7","https://confideline.com/ru/browse?page=7","PASS","200","Найти людей","","2","69"
"https://confideline.com/ru/browse?page=8","https://confideline.com/ru/browse?page=8","PASS","200","Найти людей","","2","69"
"https://confideline.com/ru/browse?page=9","https://confideline.com/ru/browse?page=9","PASS","200","Найти людей","","2","64"
"https://confideline.com/en/profile/QASignup20260509174136","https://confideline.com/en/profile/QASignup20260509174136","PASS","200","QA Signup 20260509-174136","QA Signup 20260509-174136","4","22"
"https://confideline.com/en/profile/QASignup20260508224201","https://confideline.com/en/profile/QASignup20260508224201","PASS","200","QA Signup 20260508-224201","QA Signup 20260508-224201","4","22"
"https://confideline.com/en/profile/OrionEsposito","https://confideline.com/en/profile/OrionEsposito","PASS","200","Orion Esposito","Orion Esposito","4","22"
"https://confideline.com/en/profile/OrvianMozart","https://confideline.com/en/profile/OrvianMozart","PASS","200","Orvian Mozart","Orvian Mozart","4","22"
"https://confideline.com/en/profile/OmkarTiwari","https://confideline.com/en/profile/OmkarTiwari","FAIL","500","Error (#2)","Error (#2)","0","0"
"https://confideline.com/en/profile/NairPillai","https://confideline.com/en/profile/NairPillai","PASS","200","Nair Pillai","Nair Pillai","4","22"
"https://confideline.com/en/profile/NavinBasu","https://confideline.com/en/profile/NavinBasu","PASS","200","Navin Basu","Navin Basu","4","22"
"https://confideline.com/en/profile/MarcusAntoniu","https://confideline.com/en/profile/MarcusAntoniu","PASS","200","Marcus Antoniu","Marcus Antoniu","4","22"
"https://confideline.com/en/profile/LunorGuillaume","https://confideline.com/en/profile/LunorGuillaume","PASS","200","Lunor Guillaume","Lunor Guillaume","4","22"
"https://confideline.com/en/profile/LunarisValDurand","https://confideline.com/en/profile/LunarisValDurand","PASS","200","Lunaris Val Durand","Lunaris Val Durand","4","22"
"https://confideline.com/en/profile/LunaretSornSigurdsson","https://confideline.com/en/profile/LunaretSornSigurdsson","PASS","200","Lunaret Sorn Sigurdsson","Lunaret Sorn Sigurdsson","4","22"
"https://confideline.com/en/profile/LingWong","https://confideline.com/en/profile/LingWong","PASS","200","Ling Wong","Ling Wong","4","22"
"https://confideline.com/en/profile/LeonardoRicci","https://confideline.com/en/profile/LeonardoRicci","PASS","200","Leonardo Ricci","Leonardo Ricci","4","22"
"https://confideline.com/en/profile/LevDanylyuk","https://confideline.com/en/profile/LevDanylyuk","PASS","200","Lev Danylyuk","Lev Danylyuk","4","22"
"https://confideline.com/en/profile/CorvianMaeldeBruyne","https://confideline.com/en/profile/CorvianMaeldeBruyne","PASS","200","Corvian Mael de Bruyne","Corvian Mael de Bruyne","4","22"
"https://confideline.com/en/profile/CorvianLewandowski","https://confideline.com/en/profile/CorvianLewandowski","PASS","200","Corvian Lewandowski","Corvian Lewandowski","4","22"
"https://confideline.com/en/profile/KorvatNerinPeric","https://confideline.com/en/profile/KorvatNerinPeric","PASS","200","Korvat Nerin Peric","Korvat Nerin Peric","4","22"
"https://confideline.com/en/profile/KiranReddy","https://confideline.com/en/profile/KiranReddy","PASS","200","Kiran Reddy","Kiran Reddy","4","22"
"https://confideline.com/en/profile/CaelumRastNielsen","https://confideline.com/en/profile/CaelumRastNielsen","PASS","200","Caelum Rast Nielsen","Caelum Rast Nielsen","4","22"
"https://confideline.com/en/profile/KaelirTamm","https://confideline.com/en/profile/KaelirTamm","PASS","200","Kaelir Tamm","Kaelir Tamm","4","30"
"https://confideline.com/en/browse?page=1","https://confideline.com/en/browse?page=1","PASS","200","Find People","","2","68"
"https://confideline.com/en/browse?page=2","https://confideline.com/en/browse?page=2","PASS","200","Find People","","2","69"
"https://confideline.com/en/browse?page=3","https://confideline.com/en/browse?page=3","PASS","200","Find People","","2","69"
"https://confideline.com/en/browse?page=4","https://confideline.com/en/browse?page=4","PASS","200","Find People","","2","69"
"https://confideline.com/en/browse?page=5","https://confideline.com/en/browse?page=5","PASS","200","Find People","","2","69"
"https://confideline.com/en/browse?page=6","https://confideline.com/en/browse?page=6","PASS","200","Find People","","2","69"
"https://confideline.com/en/browse?page=7","https://confideline.com/en/browse?page=7","PASS","200","Find People","","2","69"
"https://confideline.com/en/browse?page=8","https://confideline.com/en/browse?page=8","PASS","200","Find People","","2","69"
"https://confideline.com/en/browse?page=9","https://confideline.com/en/browse?page=9","PASS","200","Find People","","2","64"
"https://confideline.com/page/privacy-policy","https://confideline.com/page/privacy-policy","PASS","200","Privacy Policy","","1","19"
"https://confideline.com/page/cookie-policy","https://confideline.com/page/cookie-policy","PASS","200","Cookie Policy","","1","43"
"https://confideline.com/cdn-cgi/l/email-protection","https://confideline.com/cdn-cgi/l/email-protection","FAIL","404","Email Protection | Cloudflare","Email Protection","0","0"
"https://confideline.com/page/contacts","https://confideline.com/page/contacts","FAIL","404","Not Found (#404)","Page not found","0","1"
"https://confideline.com/page/about","https://confideline.com/page/about","PASS","200","About","","1","25"
"https://confideline.com/page/terms-and-conditions","https://confideline.com/page/terms-and-conditions","PASS","200","Terms and Conditions","","1","27"
"https://confideline.com/settings","https://confideline.com/settings","FAIL","404","Not Found (#404)","Page not found","0","1"
"https://confideline.com/page/safety-tips","https://confideline.com/page/safety-tips","FAIL","404","Not Found (#404)","Page not found","0","1"
"https://confideline.com/pt/news/serenity-hassir-taken-posseson-of-mying-entire","https://confideline.com/pt/news/serenity-hassir-taken-posseson-of-mying-entire","FAIL","500","Erro (#8192)","Erro (#8192)","0","0"
"https://confideline.com/pt/","https://confideline.com/pt/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/pt/login","https://confideline.com/pt/login","PASS","200","Sign in","","1","6"
"https://confideline.com/pt/auth/google","https://accounts.google.com/v3/signin/identifier?opparams=%253Fxoauth_displayname%253DYouDate&dsh=S876290122%3A1779575434403071&client_id=581985401993-i2m3fkor87f4cesfs7f65dielp1n15ke.apps.googleusercontent.com&o2v=1&redirect_uri=https%3A%2F%2Fconfideline.com%2Fauth%2Fgoogle&response_type=code&scope=https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email&service=lso&state=c834aa7bde0ba7c1109779b41d049546361419d286cc729f0a8fadcb699c820e&flowName=GeneralOAuthLite&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Flegacy%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAO4rvQ2PlnloDy61q7qKQWytzkDPD8gWsWXJ4efdX9kjIYBc4WVLFu8m7pA58UZqfnGS_9NemUFIm5KjDvHc8lHLfsxeccijz7ck5jYao3fM2WqA0ygO4pmASA4OeitDRka0JGFWLKI5e-b2TlBcauKCFJ6uXCrkYXzTC4j0_KrnGaAPUyWj-WsVIdBatQgUJQtsNGRXk_quXQN2brXD5b3UNehzjpAQg_SXmi-6psp7o99TJOdHiXZHEDCQu2NsmQVFQpW5p9eUSWqM7QcgBfxUzhW2O6wMFZbRaQ0XxAOpWmVqEJ7sHcxxotABIJX-qBDG14_SvaWRHJqZhYlNGu9tqFqYiFeUP6JUH4G62US8NTff3h_gIQ6H3_gQgYrZ3XI8qyMzHgeZ_L2dtk8izsli2u9vilZxssTxK1dEzajC9lQc5PK9xgSQzxrCciavdga4OzyxJMC4XzouJPFnjeu2BOSPA%26flowName%3DGeneralOAuthFlow%26as%3DS876290122%253A1779575434403071%26client_id%3D581985401993-i2m3fkor87f4cesfs7f65dielp1n15ke.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fconfideline.com&rart=ANgoxce1VAxVictgsI1bec5KNOuNT1pdu0pukM45ZRBxo4zpY6-ogEzYsSC9_-4C-o7uE8QE2CmlCsNpi8CUecNGkJ5hzES2A94jvM41Hd-zTk26V5OZjbs","PASS","200","Sign in - Google Accounts","Sign in","2","0"
"https://confideline.com/pt/auth/facebook","https://www.facebook.com/login.php?skip_api_login=1&api_key=4245695612363890&kid_directed_site=0&app_id=4245695612363890&signed_next=1&next=https%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fclient_id%3D4245695612363890%26response_type%3Dcode%26redirect_uri%3Dhttps%253A%252F%252Fconfideline.com%252Fauth%252Ffacebook%26xoauth_displayname%3DYouDate%26scope%3Demail%26state%3D71c21ab9856a5402826541a8536f3ebdba37e530b232f1c9e3649518340966a4%26ret%3Dlogin%26fbapp_pres%3D0%26logger_id%3D6651e920-b6f7-483e-afbc-fa0164220365%26tp%3Dunspecified&cancel_url=https%3A%2F%2Fconfideline.com%2Fauth%2Ffacebook%3Ferror%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%26state%3D71c21ab9856a5402826541a8536f3ebdba37e530b232f1c9e3649518340966a4%23_%3D_&display=page&locale=ru_RU&pl_dbl=0&is_business_login=0","PASS","200","Facebook","","1","0"
"https://confideline.com/pt/page/terms-and-conditions","https://confideline.com/pt/page/terms-and-conditions","PASS","200","Terms and Conditions","","1","27"
"https://confideline.com/pt/page/privacy-policy","https://confideline.com/pt/page/privacy-policy","PASS","200","Privacy Policy","","1","19"
"https://confideline.com/pt/page/cookie-policy","https://confideline.com/pt/page/cookie-policy","PASS","200","Cookie Policy","","1","43"
"https://confideline.com/pt/page/about","https://confideline.com/pt/page/about","PASS","200","About","","1","25"
"https://confideline.com/pt/news","https://confideline.com/pt/news","FAIL","500","Erro (#8192)","Erro (#8192)","0","0"
"https://confideline.com/pt/language/pt-BR","https://confideline.com/pt/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/pt/language/de-DE","https://confideline.com/de/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/pt/language/es-ES","https://confideline.com/es/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/pt/language/it-IT","https://confideline.com/it/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/pt/language/ru-RU","https://confideline.com/ru/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/pt/language/en-US","https://confideline.com/en/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/pt/recovery/request","https://confideline.com/pt/recovery/request","PASS","200","Recover your password","","1","1"
"https://confideline.com/de/news/serenity-hassir-taken-posseson-of-mying-entire","https://confideline.com/de/news/serenity-hassir-taken-posseson-of-mying-entire","FAIL","500","Fehler (#8192)","Fehler (#8192)","0","0"
"https://confideline.com/de/","https://confideline.com/de/","PASS","200","Welcome to YouDate!","Welcome to YouDate!","2","23"
"https://confideline.com/de/login","https://confideline.com/de/login","PASS","200","Anmelden","","1","6"
