"page","href","target","inside","exists"
"index.html","docs/pm-blockers-resolution.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\pm-blockers-resolution.html","True","True"
"index.html","docs/legal-content-package.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\legal-content-package.html","True","True"
"index.html","docs/how-plan-works.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\how-plan-works.html","True","True"
"index.html","docs/project-management-model.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\project-management-model.html","True","True"
"index.html","docs/result-publication-standard.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\result-publication-standard.html","True","True"
"index.html","docs/dependencies.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\dependencies.html","True","True"
"index.html","docs/pm-trello-intake-readiness.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\pm-trello-intake-readiness.html","True","True"
"index.html","docs/pm-blockers-resolution.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\pm-blockers-resolution.html","True","True"
"cells/cell-platform-functionality-universe.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"cells/cell-platform-functionality-universe.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"cells/cell-platform-functionality-universe.html","../../../../../reports/platform-functionality-universe-2026-06-02/PLATFORM_FUNCTIONALITY_UNIVERSE_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\platform-functionality-universe-2026-06-02\PLATFORM_FUNCTIONALITY_UNIVERSE_RU.md","False","True"
"cells/cell-platform-functionality-universe.html","../../../../../reports/platform-functionality-universe-2026-06-02/platform-functionality-register-ru.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\platform-functionality-universe-2026-06-02\platform-functionality-register-ru.csv","False","True"
"cells/cell-platform-functionality-universe.html","../../../../../reports/platform-functionality-universe-2026-06-02/grey-zone-mechanics-risk-map-ru.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\platform-functionality-universe-2026-06-02\grey-zone-mechanics-risk-map-ru.csv","False","True"
"cells/cell-platform-functionality-universe.html","../../../../../reports/platform-functionality-universe-2026-06-02/FINAL_P0_OPERATING_SYSTEM_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\platform-functionality-universe-2026-06-02\FINAL_P0_OPERATING_SYSTEM_RU.md","False","True"
"cells/cell-platform-functionality-universe.html","../../../../../reports/platform-functionality-universe-2026-06-02/expert-agent-cabinet-analytics-p0-ru.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\platform-functionality-universe-2026-06-02\expert-agent-cabinet-analytics-p0-ru.md","False","True"
"cells/cell-pm-execution-2026-06-03.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"cells/cell-pm-execution-2026-06-03.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"cells/cell-pm-execution-2026-06-03.html","../../../../../reports/pm-execution-2026-06-03/PM_EXECUTION_REPORT_2026_06_03_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\pm-execution-2026-06-03\PM_EXECUTION_REPORT_2026_06_03_RU.md","False","True"
"cells/cell-pm-execution-2026-06-03.html","../../../../../reports/pm-execution-2026-06-03/p0-gap-current-status-2026-06-03.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\pm-execution-2026-06-03\p0-gap-current-status-2026-06-03.csv","False","True"
"cells/cell-pm-execution-2026-06-03.html","../../../../../reports/pm-execution-2026-06-03/qa-test-plan-next-runs-2026-06-03.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\pm-execution-2026-06-03\qa-test-plan-next-runs-2026-06-03.csv","False","True"
"cells/cell-pm-execution-2026-06-03.html","../../../../../reports/pm-execution-2026-06-03/public-smoke-leakage-2026-06-03.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\reports\pm-execution-2026-06-03\public-smoke-leakage-2026-06-03.csv","False","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/strategy-board.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\strategy-board.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/june-plan.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\june-plan.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/launch-readiness-architecture.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\launch-readiness-architecture.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/evidence.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\evidence.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/june-plan.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\june-plan.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/events.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\events.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/pm-trello-intake-readiness.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\pm-trello-intake-readiness.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/result-publication-standard.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\result-publication-standard.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/dependencies.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\dependencies.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/gaps.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\gaps.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/developer-handoff.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\developer-handoff.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/admin-ops.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\admin-ops.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/legal-content-package.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\legal-content-package.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/qa-standard.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\qa-standard.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/evidence.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\evidence.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/warmup-rescue.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\warmup-rescue.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/strategy-board.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\strategy-board.html","True","True"
"cells/cell-pm-master-launch-plan-2026-06-04.html","../docs/project-management-model.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\project-management-model.html","True","True"
"docs/admin-ops.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/admin-ops.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/co2p-process.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/co2p-process.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/dependencies.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/dependencies.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/developer-handoff.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/developer-handoff.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/events.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/events.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/evidence.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/evidence.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/evidence.html","../assets/evidence/home-full-2026-06-04.png","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\assets\evidence\home-full-2026-06-04.png","True","True"
"docs/evidence.html","../assets/evidence/nebula-home-design-1200-2026-06-04.png","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\assets\evidence\nebula-home-design-1200-2026-06-04.png","True","True"
"docs/evidence.html","../assets/evidence/terms-full-2026-06-04.png","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\assets\evidence\terms-full-2026-06-04.png","True","True"
"docs/expert-training-agent-contour.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/expert-training-agent-contour.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/gaps.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/gaps.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/how-plan-works.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/how-plan-works.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/how-plan-works.html","strategy-board.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\strategy-board.html","True","True"
"docs/how-plan-works.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/how-plan-works.html","../cells/cell-pm-master-launch-plan-2026-06-04.html#june","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/how-plan-works.html","trello-standard.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\trello-standard.html","True","True"
"docs/how-plan-works.html","co2p-process.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\co2p-process.html","True","True"
"docs/june-plan.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/june-plan.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/june-plan.html","result-publication-standard.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\result-publication-standard.html","True","True"
"docs/june-plan.html","artifacts/JUNE_2026_PM_160H_PLAN_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\JUNE_2026_PM_160H_PLAN_RU.md","True","True"
"docs/june-plan.html","artifacts/NEXT_PM_MISSION_JUNE_2026_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\NEXT_PM_MISSION_JUNE_2026_RU.md","True","True"
"docs/june-plan.html","result-publication-standard.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\result-publication-standard.html","True","True"
"docs/ksenia-standard.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/ksenia-standard.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/ksenia-standard.html","expert-training-agent-contour.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\expert-training-agent-contour.html","True","True"
"docs/launch-readiness-architecture.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/launch-readiness-architecture.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/launch-readiness-architecture.html","artifacts/trello-key-cards-comments-redacted-2026-06-04.json","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-key-cards-comments-redacted-2026-06-04.json","True","True"
"docs/launch-readiness-architecture.html","artifacts/LAUNCH_READINESS_ARCHITECTURE_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\LAUNCH_READINESS_ARCHITECTURE_RU.md","True","True"
"docs/launch-readiness-architecture.html","artifacts/P0_LAUNCH_READINESS_FUNCTIONAL_MATRIX_RU.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\P0_LAUNCH_READINESS_FUNCTIONAL_MATRIX_RU.csv","True","True"
"docs/launch-readiness-architecture.html","artifacts/trello-key-cards-comments-redacted-2026-06-04.json","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-key-cards-comments-redacted-2026-06-04.json","True","True"
"docs/launch-readiness-architecture.html","artifacts/trello-training-filter-redacted-2026-06-04.json","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-training-filter-redacted-2026-06-04.json","True","True"
"docs/launch-readiness-architecture.html","artifacts/trello-email-filter-redacted-2026-06-04.json","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\trello-email-filter-redacted-2026-06-04.json","True","True"
"docs/legal-content-package.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/legal-content-package.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/master-plan.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/master-plan.html","../cells/cell-pm-master-launch-plan-2026-06-04.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\cells\cell-pm-master-launch-plan-2026-06-04.html","True","True"
"docs/pm-blockers-resolution.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/pm-blockers-resolution.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/pm-blockers-resolution.html","artifacts/PM_BLOCKERS_RESOLUTION_PLAN_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\PM_BLOCKERS_RESOLUTION_PLAN_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/ACCESS_REQUESTS_REGISTER_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\ACCESS_REQUESTS_REGISTER_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/ACCESS_REQUESTS_REGISTER_RU.csv","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\ACCESS_REQUESTS_REGISTER_RU.csv","True","True"
"docs/pm-blockers-resolution.html","artifacts/CONFIDELINE_OLD_ROUTE_REMAP_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\CONFIDELINE_OLD_ROUTE_REMAP_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/TRELLO_THIN_CARDS_CLASSIFICATION_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\TRELLO_THIN_CARDS_CLASSIFICATION_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/TRELLO_AREA_MAP_REFINED_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\TRELLO_AREA_MAP_REFINED_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/TRELLO_ATTACHMENT_EXTRACTION_PLAN_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\TRELLO_ATTACHMENT_EXTRACTION_PLAN_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/CHAT_DECISIONS_REGISTER_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\CHAT_DECISIONS_REGISTER_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/PM_ESCALATION_AND_FEEDBACK_PROTOCOL_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\PM_ESCALATION_AND_FEEDBACK_PROTOCOL_RU.md","True","True"
"docs/pm-blockers-resolution.html","artifacts/CODEX_PM_TEAM_USAGE_RECOMMENDATIONS_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\CODEX_PM_TEAM_USAGE_RECOMMENDATIONS_RU.md","True","True"
"docs/pm-trello-intake-readiness.html","../style.css","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\style.css","True","True"
"docs/pm-trello-intake-readiness.html","../index.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\index.html","True","True"
"docs/pm-trello-intake-readiness.html","pm-blockers-resolution.html","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\pm-blockers-resolution.html","True","True"
"docs/pm-trello-intake-readiness.html","artifacts/PM_AUTONOMY_CONTOUR_AUDIT_RU.md","H:\GPT-Codex-worktrees\platform-functionality-universe\.ops\knowledge\nebula\visual-cockpit\service-blueprint-v2\docs\artifacts\PM_AUTONOMY_CONTOUR_AUDIT_RU.md","True","True"
